id,sid,theta,k,c
1,0,-0.7665992,0.51190937,1.0005273
2,1,0.1034636,0.5009881,0.99989194
3,2,0.61919916,0.49146566,1.0012347
4,3,0.10342042,0.5002655,0.9999612
5,4,0.5390921,0.4904425,1.0008272
6,5,-0.32947642,0.5048527,1.0003209
7,6,0.024791079,0.4987322,0.99991983
8,7,0.024942013,0.49959967,1.000308
9,8,0.3402663,0.49284646,1.000856
10,9,-0.60659564,0.50817055,0.9990213
11,10,-0.21168551,0.5044977,1.0003587
12,11,-0.6470502,0.5121431,0.99945784
13,12,0.41995087,0.49686366,0.99965936
14,13,0.18246041,0.49908042,1.0019146
15,14,-0.48866507,0.5077892,0.9986579
16,15,0.18340313,0.49693155,0.99993587
17,16,0.2612236,0.4953319,1.000122
18,17,0.49890187,0.4919708,1.0001152
19,18,0.4197134,0.49237612,1.0003188
20,19,0.103595525,0.49944407,1.0000482
21,20,0.37997198,0.49464282,1.0002635
22,21,-0.13188472,0.50208867,1.0005386
23,22,-0.17169167,0.5026354,0.9991922
24,23,0.14340915,0.49727446,0.9982126
25,24,0.22191484,0.49405417,0.99942124
26,25,-0.093975544,0.5008168,1.0011554
27,26,0.22149625,0.49955276,1.0005004
28,27,0.3403705,0.4949217,1.0002764
29,28,-0.1327239,0.5016808,0.99801654
30,29,0.30181345,0.49607623,0.9995798
31,30,0.5384894,0.49243832,1.000635
32,31,-0.44838345,0.5071459,1.000879
33,32,0.024307976,0.496631,0.9979327
34,33,0.45870098,0.49254984,1.0003109
35,34,0.14316553,0.49767077,1.0015594
36,35,-0.2114409,0.5038944,1.0002792
37,36,0.14457662,0.49635106,1.0009073
38,37,-0.52723396,0.5074422,0.99903435
39,38,0.10513604,0.49855053,0.9997415
40,39,-0.25089213,0.50369304,1.0004079
41,40,-0.13269228,0.501574,0.99969876
42,41,-0.29079255,0.50306463,1.0003124
43,42,-0.84609264,0.51410526,1.000104
44,43,0.65827006,0.4892567,1.0002593
45,44,-0.3299061,0.50551623,1.0027173
46,45,0.53815824,0.49096504,1.00155
47,46,0.22070459,0.49527076,1.0012532
48,47,-0.44875067,0.5051127,0.9989368
49,48,0.4199563,0.4939218,0.99867845
50,49,-0.44819918,0.50527334,1.0003558
51,50,-0.17172152,0.50098675,0.9998892
52,51,0.10405214,0.4978921,0.99890494
53,52,0.1435194,0.4945347,0.9990227
54,53,0.22198866,0.49647528,1.0016778
55,54,0.18282719,0.4976322,0.9994222
56,55,0.22292058,0.49394774,0.9987287
57,56,-0.21125606,0.50404406,0.9990803
58,57,0.024916772,0.5003447,0.99920213
59,58,0.41977736,0.49445426,1.0002931
60,59,0.4199383,0.49371994,0.9999012
61,60,-0.1324701,0.5038263,1.0003688
62,61,-0.13210057,0.5038095,0.9994781
63,62,-0.053576857,0.50045246,1.0006208
64,63,-0.40767083,0.5090681,0.99995947
65,64,0.025401443,0.4995721,1.0012368
66,65,0.5403435,0.49124655,0.9986582
67,66,-0.05350063,0.49958825,0.99949056
68,67,0.1833971,0.49745202,1.0004382
69,68,-0.1721416,0.5046814,0.9995075
70,69,0.30115086,0.49366003,0.99950063
71,70,0.06458222,0.4984659,0.99914956
72,71,-0.40851676,0.5065804,1.0002093
73,72,0.3009792,0.4954056,0.9996516
74,73,0.38009968,0.49429575,1.0008197
75,74,0.18260683,0.50053775,1.0003139
76,75,-0.3302666,0.5034011,0.9994231
77,76,0.14304855,0.4995681,0.99855787
78,77,0.025010804,0.50030977,0.99967545
79,78,0.18223684,0.495331,1.0009246
80,79,0.300781,0.4956949,1.0012267
81,80,0.22159801,0.49372408,0.9996739
82,81,-0.72715914,0.51198965,0.9996366
83,82,0.65753424,0.48986354,0.99978256
84,83,0.06419557,0.49709594,1.0012772
85,84,-0.5284276,0.5084172,0.9996091
86,85,-0.17177817,0.50246567,1.0005944
87,86,-0.25018546,0.50524867,1.0003818
88,87,-0.21153693,0.50422907,0.99942386
89,88,-0.012791081,0.5009529,0.9997011
90,89,-0.44862014,0.508018,1.0009769
91,90,-0.44713846,0.5057058,0.99921626
92,91,-0.25171566,0.50454336,0.99880624
93,92,0.45870376,0.4928574,0.99869007
