id,sid,theta,k,c
412,411,-0.16468637,0.49761754,0.99837446
413,412,-0.09036379,0.49604112,1.0025711
414,413,-1.5073828,0.5022503,1.0005122
415,414,-0.42914215,0.49912134,0.99974525
416,415,0.6385973,0.499343,0.9991268
417,416,-0.41408762,0.5013211,0.9993041
418,417,-1.1113402,0.5052768,1.000827
419,418,-0.16292097,0.50239,0.99914384
420,419,-0.33182257,0.5063242,1.0002908
421,420,0.39095,0.50427306,0.9991793
422,421,-0.19556609,0.49942693,1.0004613
423,422,-0.1452274,0.5024513,1.0013535
424,423,-1.235238,0.50588614,0.9984531
425,424,-0.6749228,0.49962527,0.9999943
426,425,1.7428819,0.5028709,1.0004228
427,426,0.27270862,0.49681515,0.9999131
428,427,0.1422288,0.49726975,1.000488
429,428,-0.9178273,0.5064039,1.0002953
430,429,0.67947435,0.4997289,0.9986106
431,430,1.3509772,0.49574822,1.0004313
432,431,0.9229467,0.5041899,1.0001659
433,432,-1.3154206,0.49927992,0.99916756
434,433,-1.1803088,0.5070423,0.99951166
435,434,1.1113833,0.49226743,1.0001024
436,435,0.9394888,0.5020416,1.0004717
437,436,0.011778948,0.49875244,1.0021362
438,437,-0.5188237,0.4996797,0.99889493
439,438,-0.6068043,0.5077098,1.0004038
440,439,1.6659228,0.4911467,0.9998175
441,440,0.6082336,0.49580348,0.9978403
442,441,-0.14519036,0.49430165,0.9967495
443,442,0.50762564,0.50379443,0.99959767
444,443,0.76579994,0.48979774,1.0019855
445,444,0.5857092,0.4987886,1.0000702
446,445,0.26705122,0.5019546,1.0013185
447,446,0.40444827,0.50322646,1.0005373
448,447,1.8531358,0.49738172,1.0010271
449,448,0.30188337,0.50340825,1.00095
450,449,-0.6763934,0.4987691,0.9995906
451,450,0.02686396,0.50456965,0.9989527
452,451,-0.3774494,0.49840796,0.9994343
453,452,0.079495534,0.5010694,0.9996034
454,453,-0.79353344,0.496117,0.9985438
455,454,1.6446241,0.5003224,0.99849296
456,455,-0.67828053,0.5004634,1.000841
457,456,0.47702065,0.5009814,1.0021086
458,457,-1.2424451,0.50423783,0.99913543
459,458,0.6819691,0.49103755,1.001318
460,459,0.30299422,0.5051305,0.99973124
461,460,-0.101262115,0.5054129,1.003399
462,461,0.27394488,0.49407345,1.0015227
463,462,0.4517521,0.49874464,1.0009266
464,463,-0.852802,0.4948437,1.0008956
465,464,-0.8271657,0.4991027,1.0032749
466,465,0.22991717,0.49827683,1.001013
467,466,-0.17568325,0.48863253,1.0003238
468,467,-0.10734642,0.4985136,1.0017188
469,468,0.6182247,0.49451473,0.9992053
470,469,2.0293458,0.49970144,1.0003654
471,470,1.037228,0.50487465,1.0007383
472,471,-0.7259347,0.49565417,0.9997448
473,472,0.3426773,0.50560707,1.0000888
474,473,0.36600333,0.5016075,0.9996008
475,474,0.59713405,0.49965653,1.0016187
476,475,-0.42981875,0.4921744,1.0012696
477,476,0.32094935,0.4931235,1.0024922
478,477,1.5713859,0.49991387,1.0001565
479,478,-2.3217697,0.5037525,1.0009254
480,479,0.7477922,0.50005287,1.0006478
481,480,-0.37688544,0.49250764,0.9987618
482,481,0.4737384,0.49732256,1.0011244
483,482,1.6236657,0.50010073,0.9977692
484,483,0.4990754,0.5017993,0.9991972
485,484,-0.19083267,0.5034525,0.99891806
486,485,-0.37035048,0.50211483,0.999171
487,486,0.36929336,0.4946984,1.0008534
488,487,0.3041475,0.4953163,1.0019889
489,488,-0.37021166,0.50162244,0.9980356
490,489,0.009102674,0.4981526,1.0016239
491,490,-1.3316677,0.50279254,1.0006349
492,491,0.30852836,0.4954488,1.0006078
493,492,1.3334641,0.5040085,0.99805623
494,493,-0.27777654,0.5105164,1.0035057
495,494,-1.3365918,0.5014267,1.0015507
496,495,-0.4674151,0.50261295,1.0016848
497,496,-0.79221797,0.50844055,0.9997493
498,497,1.4460802,0.50148994,0.99857324
499,498,-1.2126832,0.4977723,1.0015509
500,499,-0.7231919,0.49770615,1.0002694
501,500,0.09459053,0.50643045,1.0001042
502,501,0.992139,0.492879,1.000626
503,502,0.5209233,0.50348914,1.0001698
504,503,-1.5165347,0.50263536,1.0005159
505,504,-0.17142288,0.49218997,1.0006651
506,505,-0.46776712,0.49782625,1.0001167
507,506,-0.29181463,0.49759936,0.99942976
508,507,-0.15786654,0.49668133,0.99964947
