id,sid,theta,k,c
478,477,1.7218059,0.48831967,1.0007284
479,478,-1.7177262,0.50565636,0.9978878
480,479,0.2969786,0.48605004,1.0018394
481,480,-1.0215633,0.5093604,1.0009187
482,481,0.22123761,0.49919623,0.99924785
483,482,1.7755561,0.49436283,1.0012357
484,483,0.78898406,0.4963638,0.9995976
485,484,-0.4430208,0.49289346,0.9988294
486,485,0.3207508,0.50469023,1.0018183
487,486,-0.052995943,0.4994841,1.0009264
488,487,0.55642676,0.4984338,0.9975174
489,488,0.5447642,0.4993227,1.0006752
490,489,-0.16988821,0.49988434,1.0009991
491,490,-0.5399281,0.5053127,1.0015323
492,491,-0.5969113,0.5001754,0.9999394
493,492,0.94977534,0.49965242,0.99785745
494,493,-0.3084404,0.50444096,1.0009185
495,494,-1.3828807,0.5003335,0.99947363
496,495,-1.28253,0.5040608,1.0034678
497,496,-1.0058663,0.5053254,1.000333
498,497,1.4315295,0.50473017,1.0019581
499,498,-1.6573476,0.5032659,1.0003614
500,499,0.0564366,0.50106543,1.0001181
501,500,0.5314667,0.5010101,0.9999098
502,501,0.78376186,0.49482498,1.0000452
503,502,0.7616563,0.5036143,1.0002203
504,503,-1.2791666,0.50210315,1.0005761
505,504,-0.044513453,0.50995976,0.9997228
506,505,-0.3504357,0.50561905,0.99889755
507,506,-0.14928187,0.5054401,0.999605
508,507,0.56302655,0.50109977,1.0007674
509,508,1.0481105,0.49397832,1.0022144
510,509,0.39325377,0.50077814,0.99882454
511,510,-0.6054835,0.5092617,0.99820244
512,511,0.61216384,0.50199205,0.9994635
513,512,-1.1119429,0.50345886,1.0016583
514,513,-0.13952015,0.502282,0.9994124
515,514,-0.041256394,0.49814075,1.0006999
516,515,0.065572254,0.50571615,1.0001931
517,516,-0.5560648,0.4930293,1.0004598
518,517,-1.6836002,0.508987,1.0002321
519,518,1.3848498,0.49941865,1.0008813
520,519,0.10482874,0.50173724,1.0015712
521,520,0.0014413239,0.5080947,1.0006368
522,521,0.23110189,0.50149626,0.99875
523,522,1.8781012,0.48845175,0.99893963
524,523,-0.3507219,0.5042278,0.99962527
525,524,0.8190862,0.49582478,1.0008602
526,525,0.81291,0.49036756,0.9977207
527,526,-0.7097657,0.50781184,1.0012318
528,527,-0.3187321,0.506247,0.9986022
529,528,1.14452,0.4967879,1.0014428
530,529,-1.6865798,0.5052144,1.0018892
531,530,0.09374148,0.4992291,0.9980095
532,531,-1.059709,0.50557196,1.0017242
533,532,0.58919966,0.50396353,1.0001633
534,533,1.2000974,0.49899378,0.9998425
535,534,-0.048121188,0.49502438,0.99802834
536,535,-1.2126716,0.5038744,0.99975103
537,536,1.1668949,0.49847645,0.9994348
538,537,0.47325283,0.49593982,1.0015818
539,538,0.4955668,0.4956252,1.0022378
540,539,1.4904437,0.4907241,0.99938667
541,540,1.5623428,0.49558884,1.0012931
542,541,0.12322684,0.49960893,0.9998651
543,542,-1.756771,0.50663453,1.0002066
544,543,-1.3883606,0.51240987,1.0016084
545,544,-0.8506535,0.5063187,1.0022403
546,545,0.58831227,0.49033368,1.0013423
547,546,0.87661594,0.49797496,0.9999527
548,547,0.05893347,0.5027814,0.99900293
549,548,-1.0688016,0.5108481,0.9993977
550,549,0.7648476,0.49347365,0.9990022
551,550,-0.8527906,0.49993473,1.0030752
552,551,0.0038316597,0.5010082,0.99881446
553,552,-1.4028398,0.5000179,1.0029377
554,553,1.0425855,0.49714053,1.0010877
555,554,-0.22613135,0.5064391,0.99848497
556,555,0.8667945,0.49567586,1.0017551
557,556,0.5162007,0.49533254,0.9998528
558,557,-0.5358946,0.49312538,1.0038459
559,558,-0.90074915,0.50101113,1.0032802
560,559,1.162299,0.49748123,0.9991628
561,560,-1.2002126,0.5100892,0.9970794
562,561,-1.1088084,0.5065981,1.0015322
563,562,-0.17855978,0.49715513,0.99843407
564,563,0.09283518,0.49489567,1.0023783
565,564,-0.69672346,0.5066055,0.9985931
566,565,-0.09134434,0.4953904,1.003148
567,566,0.213725,0.50253016,1.001268
568,567,0.35080975,0.4980098,1.001896
569,568,0.142068,0.4908957,1.0022378
570,569,-1.8036107,0.5018676,1.0005606
571,570,-0.28715137,0.50393695,1.0020777
572,571,0.33231142,0.5034626,0.99803853
573,572,-0.7316198,0.50843495,1.0021935
574,573,-1.3095036,0.5040315,0.9981181
575,574,0.33890238,0.49415565,1.0010444
576,575,-0.37630916,0.5025058,1.0006319
577,576,0.5471382,0.4926513,1.0012455
578,577,1.4853567,0.50191474,0.9974345
579,578,-1.0226191,0.50797814,1.0022693
580,579,-0.055049047,0.4996558,1.000629
581,580,0.7675538,0.50047755,0.9994944
582,581,1.576451,0.4950892,0.999633
583,582,0.46037802,0.49848852,0.9992135
584,583,0.6072612,0.50195134,0.99996436
585,584,0.036310874,0.5059764,1.0001857
586,585,1.0498706,0.49471804,0.99722415
587,586,-0.9866967,0.5091354,1.0010918
588,587,-0.83724695,0.510036,1.0012921
589,588,0.36247694,0.4946865,1.0012197
590,589,0.3741344,0.49299115,1.0017073
591,590,-1.7166996,0.499877,1.0023541
592,591,0.13227141,0.4995965,0.9984071
593,592,1.2982554,0.49887565,0.9999758
594,593,1.0112867,0.4948149,1.0024271
595,594,-0.08361476,0.50104487,1.0011638
596,595,-1.2142069,0.4974583,0.999353
597,596,-0.18647577,0.49599677,0.99915314
598,597,0.78652817,0.49614632,0.9976273
599,598,-0.4232409,0.50529236,0.99896157
600,599,-0.95945716,0.4988274,1.0003887
601,600,0.2733155,0.4911892,1.0001122
602,601,-0.7289527,0.50901055,1.0012168
603,602,1.4662186,0.49240565,1.0006204
604,603,-1.5193493,0.50178826,1.0013727
605,604,-1.645974,0.5028346,0.99894667
606,605,-0.78166205,0.50390846,0.99981457
607,606,0.17898284,0.51300186,1.0013546
608,607,0.09114633,0.49959573,0.99943787
609,608,1.4692249,0.4958603,1.000893
610,609,0.2527958,0.497589,1.0001595
611,610,-0.28532878,0.50154483,0.9987942
612,611,-1.3435231,0.5034752,0.9974202
613,612,-1.4592475,0.50672144,0.9979174
614,613,-1.0734125,0.5030154,0.99894553
615,614,-0.11622877,0.5032557,1.0012931
616,615,-0.44308454,0.49983588,0.99724334
617,616,-0.036217146,0.50512624,0.9989104
618,617,-0.062983826,0.5042196,0.99894625
619,618,-0.7024164,0.50469697,1.0033289
620,619,1.4571514,0.49088115,1.0009217
621,620,-0.047621172,0.5041747,1.0007282
622,621,0.3732273,0.49473512,1.0016447
623,622,0.58449036,0.49749163,1.0021524
624,623,0.9321269,0.5006275,0.9988451
