epoch,loss
0,0.6925561818050073
1,0.6911939322807116
2,0.689857258284621
3,0.6885475446649714
4,0.6872641901546862
5,0.6860044824150644
6,0.6847688936989792
7,0.683556638903653
8,0.6823693222366964
9,0.6812046537912118
10,0.6800626968472803
11,0.6789422367535081
12,0.6778427287506397
13,0.6767642016860487
14,0.6757080188912319
15,0.6746717915671776
16,0.6736552793792533
17,0.6726584895180138
18,0.67168007515537
19,0.6707192079100885
20,0.6697788549146859
21,0.668856300928667
22,0.6679505780738588
23,0.6670621423070603
24,0.6661919016613521
25,0.6653371727266287
26,0.6644989047578901
27,0.6636763182741784
28,0.6628692819412229
29,0.662077549991105
30,0.6613015530240429
31,0.6605388390996655
32,0.6597923239589812
33,0.6590592911962856
34,0.6583415463823892
35,0.6576359883738397
36,0.6569428799068021
37,0.6562640880171432
38,0.6555974117271968
39,0.6549433862354284
40,0.6543023365776776
41,0.6536732344472473
42,0.6530554048019934
43,0.652449174002575
44,0.6518545641320824
45,0.6512702465973914
46,0.6506959874374526
47,0.6501321859282903
48,0.6495797435204431
49,0.6490367899115965
50,0.6485047678318178
51,0.6479825313338908
52,0.6474694214534155
53,0.6469658437259522
54,0.6464716466302083
55,0.6459867831401558
56,0.6455100114206557
57,0.6450416307785051
58,0.6445828852563078
59,0.6441320863675793
60,0.6436891620099455
61,0.643254935876487
62,0.6428282285126287
63,0.6424097741604382
64,0.6419985601491779
65,0.6415954413314446
66,0.6411986704920949
67,0.6408085435267764
68,0.6404266092649408
69,0.640049491430003
70,0.639680412458067
71,0.6393177332477461
72,0.6389611008323072
73,0.6386112561020776
74,0.6382681533816323
75,0.6379299720283523
76,0.6375978053464881
77,0.6372721731578257
78,0.6369531274243735
79,0.636638437324549
80,0.636330083860786
81,0.6360269849333396
82,0.6357290895306905
83,0.635436034094629
84,0.6351481576189095
85,0.6348654763686579
86,0.6345874839079014
87,0.6343145168527593
88,0.6340462248625272
89,0.6337821623638136
90,0.63352258460446
91,0.6332680349616001
92,0.6330176170055635
93,0.6327717615489035
94,0.632529683399407
95,0.6322923445720572
96,0.6320582443845827
97,0.6318282857300584
98,0.6316027456384009
99,0.6313808797938627
100,0.631163180546867
101,0.6309486936871164
102,0.6307382094191908
103,0.6305306857603737
104,0.6303272628918368
105,0.6301267091300402
106,0.629929446145647
107,0.6297359907664223
108,0.6295454728411326
109,0.6293585431148933
110,0.6291742990535907
111,0.6289927248535292
112,0.6288149241106635
113,0.6286397317245983
114,0.6284675608194839
115,0.6282983955199777
116,0.6281318131028396
117,0.6279681902999908
118,0.6278071438142603
119,0.6276487166879405
120,0.6274930802513182
121,0.627339603106664
122,0.6271884791524223
123,0.6270404026680133
124,0.6268945470798452
125,0.6267506386452388
126,0.6266099157702205
127,0.6264705071377257
128,0.6263337012458825
129,0.626199198759136
130,0.6260667179322836
131,0.6259369132626227
132,0.6258086596397295
133,0.6256823650789427
134,0.6255582586371766
135,0.6254359723800704
136,0.6253157580909918
137,0.6251975060479744
138,0.6250813643764327
139,0.6249668492821372
140,0.6248545105013583
141,0.624743647034462
142,0.6246346245837906
143,0.6245271234366352
144,0.6244213239930305
145,0.6243172647426437
146,0.6242148312699464
147,0.6241142449145203
148,0.6240150025269569
149,0.6239178118144816
150,0.6238214591178721
151,0.6237268076453274
152,0.6236339126047392
153,0.6235421351642846
154,0.6234521925005373
155,0.6233632815175059
156,0.6232753591257152
157,0.6231890508876807
158,0.6231042337210226
159,0.6230209215063501
160,0.6229387182937596
161,0.6228578715441729
162,0.6227779425191333
163,0.6226995873032573
164,0.6226227293427565
165,0.6225463845551957
166,0.6224717274907554
167,0.6223979339862759
168,0.6223251843236027
169,0.6222534807451874
170,0.622182984282738
171,0.6221133888385165
172,0.6220452343952213
173,0.6219779023820338
174,0.6219115518157334
175,0.6218463220539134
176,0.6217816890181174
177,0.6217180379379811
178,0.6216560335035988
179,0.6215940826204509
180,0.6215338631180097
181,0.6214742561227172
182,0.6214149409865914
183,0.6213574247557898
184,0.6212999799412672
185,0.6212437958210598
186,0.6211888126716602
187,0.6211342439461334
188,0.6210804655059127
189,0.6210272072247135
190,0.6209745891430962
191,0.6209235068851677
192,0.6208724860709465
193,0.6208224622057815
194,0.6207736840528865
195,0.6207249811913303
196,0.6206774003027747
197,0.6206304396576713
198,0.6205841612674772
199,0.6205386192323549
200,0.6204933879377339
201,0.6204492068911934
202,0.6204059814367572
203,0.6203626145488105
204,0.6203200779976099
205,0.6202779517211713
206,0.620236895578731
