id,sid,theta,k,c
1,0,-2.6885686,0.53150773,1.3099182
2,1,0.38530925,1.1589599,1.2746674
3,2,2.024117,0.98261297,1.2377135
4,3,0.34172174,0.8399545,1.1252881
5,4,1.6709629,-0.250785,1.0400919
6,5,-0.87699515,-0.19620624,0.7820919
7,6,0.03242292,-0.37226218,1.5771942
8,7,0.11556236,0.03367724,0.9052941
9,8,0.9378668,-0.027266905,1.0314664
10,9,-2.018249,-0.35536847,1.5757148
11,10,-0.5400597,1.4008294,1.3550373
12,11,-2.0068316,1.077691,1.1681275
13,12,1.3598149,2.1220722,1.6979758
14,13,0.57969785,1.569063,1.8182439
15,14,-1.5611825,0.36375326,0.7812587
16,15,0.5116159,0.8623367,0.778709
17,16,0.7586139,-0.032695707,1.24222
18,17,1.5364616,0.719359,0.9582772
19,18,1.240359,0.053580884,0.9906956
20,19,0.33228874,0.2817335,1.1350851
21,20,1.217559,1.1533648,0.99899304
22,21,-0.3737299,-0.0011759739,1.3249005
23,22,-0.5026335,0.5823,0.70680064
24,23,0.45408142,0.30910367,0.5922984
25,24,0.62459457,-0.8964488,1.7950773
26,25,-0.22277248,0.29662317,1.274685
27,26,0.6961485,1.3290595,0.9965628
28,27,0.98880297,1.0175354,1.4389186
29,28,-0.3111902,-0.4236188,0.90101445
30,29,0.8740207,0.5557794,0.22585358
31,30,1.6828293,0.31465763,1.0772438
32,31,-1.2320768,0.38658538,1.3705691
33,32,0.007864856,-0.49964425,0.90250957
34,33,1.3240876,0.46936947,1.5807979
35,34,0.41664153,0.18697165,1.5202575
36,35,-0.60660446,0.3449733,0.620724
37,36,0.41013402,-0.7195351,1.5035033
38,37,-1.6623796,-0.0284091,0.8765844
39,38,0.31637153,0.9174252,1.1206373
40,39,-0.80718094,0.21649867,0.9578261
41,40,-0.4448372,-0.3652211,1.0964603
42,41,-0.8391649,-0.22068614,1.5500424
43,42,-3.3479526,0.2168243,0.97672564
44,43,2.2415142,0.68964034,1.0528985
45,44,-0.93412864,0.122948445,1.6303451
46,45,1.7174941,0.77759653,1.2036988
47,46,0.58330977,-0.33306038,1.27734
48,47,-1.4028121,-0.7784226,1.4567782
49,48,1.2932185,0.86517996,1.0063252
50,49,-1.3168305,-0.43089932,1.4920851
51,50,-0.44730672,0.47672886,0.85625553
52,51,0.3174203,0.13925299,1.250299
53,52,0.4599973,-0.6267088,1.3388263
54,53,0.65833503,0.6967364,1.2267687
55,54,0.49357837,0.29629713,0.7157918
56,55,0.6172195,-0.55605555,1.195556
57,56,-0.63625103,0.5721304,0.5893733
58,57,0.07640921,-0.09752151,1.2212961
59,58,1.3545363,0.916827,1.4468591
60,59,1.2902611,0.6113659,0.6736718
61,60,-0.33573586,0.6567855,1.0004107
62,61,-0.27131808,1.2728428,1.3978556
63,62,-0.1795834,0.29974174,1.4336276
64,63,-1.1163875,2.0572836,1.815724
65,64,0.2325377,0.84130234,1.1714656
66,65,1.7631541,0.107434526,0.72730124
67,66,-0.19491176,-0.74558747,1.2774926
68,67,0.52715445,-0.08938488,0.6071143
69,68,-0.5262276,0.8311561,1.3948895
70,69,0.8402704,-0.52394044,1.2158568
71,70,0.146126,0.06711849,0.94373316
72,71,-1.2695277,0.2709527,0.40391093
73,72,0.8964342,0.7496188,0.5622594
74,73,1.1180125,0.7012234,1.0118843
75,74,0.5854212,1.7464045,1.8755685
76,75,-0.8670108,-0.34477425,1.2310363
77,76,0.4796028,1.4476222,1.2308248
78,77,0.10298592,0.7518424,0.8390334
79,78,0.45207933,-0.3716762,1.4850413
80,79,0.9244885,0.9060143,1.368247
81,80,0.5678375,-0.56510454,1.3019494
82,81,-2.4943025,0.32956716,0.9108494
83,82,2.1873646,1.1792624,1.2797904
84,83,0.19758211,0.327688,1.2481529
85,84,-1.7120008,0.91642207,1.1550816
86,85,-0.52813095,0.41642874,1.1182405
87,86,-0.69906455,1.2763288,1.3735218
88,87,-0.5501061,0.97839296,0.8743458
89,88,-0.030934248,0.23357464,1.3588786
90,89,-1.454154,0.5514628,1.029088
91,90,-1.3349309,0.10166423,0.6444595
92,91,-0.696977,0.53359866,0.43767777
93,92,1.3951538,0.67093873,0.6788351
94,93,1.4241946,0.018236281,0.91047853
95,94,0.015533422,1.4358246,1.047761
96,95,0.6350396,1.0914162,1.5136318
