id,sid,theta,k,c
1,0,-1.9213122,0.5022463,1.0014359
2,1,0.1515497,0.49909985,0.9974854
3,2,0.96904886,0.493915,1.0020032
4,3,-0.5753929,0.5056471,1.0015754
5,4,1.3337575,0.4995227,1.0011466
6,5,-0.36843857,0.504876,1.0011294
7,6,-0.044273376,0.4966566,1.0006095
8,7,-0.1845222,0.5018909,1.000127
9,8,0.65537584,0.49275067,0.9997143
10,9,-1.5456678,0.501525,1.0001993
11,10,-0.3310694,0.49494568,0.997312
12,11,-1.125991,0.5011759,1.0020384
13,12,1.5768971,0.4963028,0.999768
14,13,0.7266409,0.49555323,0.99926203
15,14,-1.0351151,0.5042583,0.99791265
16,15,0.24109326,0.5014771,1.0009336
17,16,0.6565031,0.49622348,0.999936
18,17,0.45264426,0.4947193,1.0005476
19,18,0.71273893,0.49885088,0.99927014
20,19,-0.19398062,0.5017627,1.000992
21,20,0.47374922,0.4893165,1.0001875
22,21,-0.074915156,0.4968621,1.0002766
23,22,-0.08411692,0.5069361,0.9983756
24,23,-0.42460355,0.5033634,0.9983468
25,24,0.20788988,0.49423018,0.99836826
26,25,0.020150492,0.5027259,1.0011379
27,26,0.46945357,0.4920826,0.99967813
28,27,0.3200033,0.49678114,0.9982688
29,28,-0.275444,0.5008602,1.0011123
30,29,0.69924045,0.5057591,1.0023128
31,30,0.9280838,0.49602902,0.99952465
32,31,-0.93381196,0.50483847,0.99960625
33,32,0.04486431,0.496932,0.9981191
34,33,0.39297473,0.5002408,1.0020928
35,34,0.5950686,0.5045107,1.0005199
36,35,-0.09907419,0.4989395,1.001311
37,36,0.07520183,0.5095874,0.9989675
38,37,-1.3426151,0.5069946,0.9990543
39,38,0.8003828,0.49403507,0.9970523
40,39,-0.73329556,0.49261177,0.9998015
41,40,-0.07894373,0.50105965,1.0001875
42,41,-0.6215815,0.5047249,1.0001808
43,42,-1.8289337,0.5014341,0.9992678
44,43,1.3808076,0.4964927,0.99868923
45,44,-0.32498616,0.4974338,0.9994284
46,45,0.90762085,0.495286,0.9983365
47,46,0.4520766,0.4981669,1.0011828
48,47,-0.82235795,0.5024269,0.9986064
49,48,0.15046799,0.49462137,1.0009121
50,49,-0.7432391,0.5005196,1.0012071
51,50,0.13939619,0.5020322,0.9997091
52,51,0.057211988,0.5001978,0.9993847
53,52,0.4109867,0.49894184,0.99996656
54,53,0.23764803,0.50763196,1.0002576
55,54,0.47001034,0.5040448,1.0029252
56,55,-0.17518276,0.49829993,1.0016879
57,56,0.21686457,0.50043434,1.000246
58,57,-0.033995997,0.5012772,1.0003328
59,58,0.90347457,0.4924303,1.0003079
60,59,-0.104708865,0.4975435,0.99987984
61,60,-0.3087077,0.49953225,0.9978721
62,61,-0.80735683,0.5006264,0.99829143
63,62,-0.19101281,0.50330436,0.99832666
64,63,-0.7144399,0.5032881,0.99919486
