epoch,loss
0,0.8032063507376221
1,0.8030295958902915
2,0.8028527858945945
3,0.8026760095260606
4,0.8024992474244127
5,0.8023225457779566
6,0.8021458517715228
7,0.8019690796538513
8,0.8017920055158095
9,0.8016151233264192
10,0.8014384300084195
11,0.8012614147446949
12,0.8010845497201698
13,0.8009078519931355
14,0.8007310879668798
15,0.8005542106914213
16,0.800377130751916
17,0.8002004614253909
18,0.8000236522199848
19,0.7998469736538845
20,0.7996704009456058
21,0.7994935126611388
22,0.7993169247456867
23,0.7991401270665582
24,0.7989633415578732
25,0.7987864898938479
26,0.7986097582588365
27,0.7984328553381373
28,0.7982563955633158
29,0.7980795641792291
30,0.7979029518133273
31,0.7977263049027289
32,0.797549768093495
33,0.7973732336098329
34,0.797196615542688
35,0.797019959152643
36,0.7968433303662856
37,0.7966667805812688
38,0.7964902949841592
39,0.7963136837423526
40,0.7961368515686915
41,0.7959603939323818
42,0.7957837965154181
43,0.7956071931580387
44,0.7954306335919934
45,0.7952540252715806
46,0.7950772840942644
47,0.794900837494791
48,0.7947243678562405
49,0.7945479150375613
50,0.794371461186705
51,0.7941952073371488
52,0.7940187355671776
53,0.7938423743807094
54,0.7936660496326398
55,0.7934899648780677
56,0.7933134969663862
57,0.7931372360201473
58,0.792960978072884
59,0.792784689714746
60,0.7926086183212734
61,0.7924326544478025
62,0.7922565299223278
63,0.7920804905964696
64,0.7919042498606871
65,0.7917281079302658
66,0.7915520964147637
67,0.7913762381806769
68,0.7912000085891618
69,0.7910238675078589
70,0.7908479992102209
71,0.7906718979024964
72,0.7904957085601668
73,0.7903198576923842
74,0.7901438221056729
75,0.7899679512049381
76,0.7897919832910791
77,0.7896161611194108
78,0.7894403765078974
79,0.789264508794577
80,0.7890887282862162
81,0.7889133105388879
82,0.7887377577697268
83,0.7885619796042375
84,0.788386334945703
85,0.7882105382129949
86,0.788035161109174
87,0.787859440172572
88,0.7876838971118965
89,0.7875084355820964
90,0.7873328869402764
91,0.787157474065556
92,0.786982195551749
93,0.7868067178609202
94,0.7866312902041602
95,0.7864560935890482
96,0.7862809023852014
97,0.7861054868486591
98,0.7859301473768103
99,0.7857550668895353
100,0.7855799127821653
101,0.7854047779791173
102,0.7852299671854189
103,0.7850547367494325
104,0.784879922485003
105,0.7847047388644284
106,0.784529792725442
107,0.7843549121714016
108,0.784179956426371
109,0.7840052909741246
110,0.783830264577076
111,0.7836554362769166
112,0.783480667714975
113,0.7833059890281415
114,0.7831312436897795
115,0.7829564826934774
116,0.7827819115449337
117,0.7826073453760919
118,0.782432734050363
119,0.7822581659054455
120,0.7820835807322798
121,0.7819093472998807
122,0.781734959954692
123,0.7815609121162282
124,0.7813866452980978
125,0.7812121742330643
126,0.7810378105745021
127,0.7808636829191035
128,0.7806895301870567
129,0.7805151914584924
130,0.7803412471348125
131,0.7801674331266588
132,0.7799935974997987
133,0.7798198995565754
134,0.7796460429252374
135,0.7794721915311268
136,0.7792984625865302
137,0.7791247097561146
138,0.7789510997232358
139,0.7787775769508205
140,0.7786038602305871
141,0.7784301330587503
142,0.7782568851836233
143,0.7780834660929186
144,0.7779100912908983
145,0.7777368360505901
146,0.7775634275714391
147,0.7773900923349798
148,0.777216805071127
149,0.7770439863297195
150,0.7768708344639824
151,0.7766980476640756
152,0.7765249580133954
153,0.7763522030170897
154,0.7761793855928287
155,0.7760066849606599
156,0.7758337623801768
157,0.7756609021084061
158,0.7754882673163478
159,0.7753156458531393
160,0.7751429672420125
161,0.7749704130085028
162,0.7747982038844029
